10.36752, 0.23283
10.39315, 0.23393
10.42776, 0.23721
10.45852, 0.24132
10.48928, 0.24707
10.52004, 0.25364
10.55080, 0.26308
10.58156, 0.27170
10.61232, 0.27992
10.64308, 0.28813
10.67385, 0.29634
10.70461, 0.30455
10.73537, 0.30948
10.76613, 0.31482
10.79689, 0.32303
10.82765, 0.33124
10.85841, 0.33494
10.88533, 0.34069
10.90455, 0.35382
10.92378, 0.36861
10.94301, 0.38339
10.95839, 0.39653
10.97377, 0.40967
10.99299, 0.42445
11.01222, 0.43923
11.02760, 0.45237
11.04298, 0.46551
11.05836, 0.47865
11.07374, 0.49097
11.07759, 0.50164
11.08912, 0.51889
11.09297, 0.53121
11.10066, 0.54435
11.11219, 0.56488
11.11604, 0.57719
11.12757, 0.59444
11.13526, 0.61086
11.13911, 0.63632
11.13911, 0.62318
11.14680, 0.66917
11.14680, 0.65192
11.15449, 0.70202
11.15449, 0.68477
11.16602, 0.74308
11.16218, 0.72008
11.17371, 0.77593
11.16987, 0.75786
11.18141, 0.81042
11.17756, 0.79399
11.18910, 0.84244
11.18525, 0.82684
11.19679, 0.87201
11.19294, 0.85641
11.20448, 0.88515
11.21217, 0.89911
11.21986, 0.91389
11.22755, 0.92703
11.23524, 0.94099
11.24293, 0.95413
11.26023, 0.96563
11.25831, 0.97794
11.27753, 0.95331
11.28522, 0.93688
11.29291, 0.92128
11.30060, 0.90486
11.30830, 0.89172
11.31599, 0.87940
11.32368, 0.86215
11.33137, 0.84244
11.33906, 0.82602
11.34675, 0.80877
11.35444, 0.78989
11.36213, 0.77264
11.36982, 0.75375
11.37751, 0.73733
11.38520, 0.72173
11.39289, 0.70859
11.40058, 0.69545
11.40827, 0.67820
11.41596, 0.66588
11.42365, 0.65275
11.43134, 0.63961
11.43903, 0.62647
11.45057, 0.61004
11.46595, 0.59526
11.48133, 0.58048
11.49671, 0.56734
11.51593, 0.55256
11.53900, 0.54051
11.56207, 0.52737
11.58515, 0.51423
11.60822, 0.50109
11.63513, 0.48809
11.66589, 0.47947
11.69665, 0.47208
11.72742, 0.47044
11.75818, 0.47044
11.78766, 0.47153
11.81970, 0.47372
11.85046, 0.47536
11.88122, 0.47783
11.91198, 0.48604
11.94274, 0.49425
11.97351, 0.49836
12.00427, 0.50164
12.03503, 0.50739
12.06579, 0.51232
12.09655, 0.50821
12.12731, 0.50575
12.15807, 0.51642
12.18499, 0.52902
12.20037, 0.54763
12.20806, 0.56077
12.21575, 0.57391
12.22344, 0.58705
12.23498, 0.60429
12.23882, 0.61661
12.25036, 0.63468
12.27343, 0.64371
12.30419, 0.64823
12.32726, 0.63796
12.34264, 0.62236
12.35802, 0.60594
12.38109, 0.58828
12.41313, 0.58760
12.44261, 0.58869
12.47209, 0.58979
12.50414, 0.59198
12.53490, 0.59198
12.56566, 0.59567
12.59257, 0.60895
12.61565, 0.62044
12.64256, 0.63221
12.67332, 0.64166
12.70408, 0.65069
12.73484, 0.65767
12.76561, 0.65275
12.78868, 0.64289
12.81175, 0.63057
12.82713, 0.61661
12.84251, 0.60183
12.85789, 0.58705
12.87327, 0.57391
12.89250, 0.55967
12.91557, 0.54325
12.94248, 0.52792
12.97324, 0.51478
13.00400, 0.50411
13.03477, 0.49918
13.06553, 0.49672
13.09629, 0.49672
13.12705, 0.49918
13.15781, 0.50903
13.18857, 0.51642
13.21933, 0.51642
13.25009, 0.51396
13.28086, 0.50493
13.30777, 0.49781
13.34238, 0.50000
13.37314, 0.50205
13.40390, 0.50944
13.43466, 0.51560
13.46542, 0.51642
13.50387, 0.51273
13.53464, 0.50821
13.56540, 0.50821
13.59616, 0.51478
13.62692, 0.51642
13.65768, 0.50985
13.68844, 0.50575
13.71920, 0.50328
13.74996, 0.50328
13.78072, 0.50000
13.81149, 0.50000
13.84225, 0.50000
13.87301, 0.50082
13.90377, 0.50493
13.93453, 0.51150
13.96529, 0.51807
13.99605, 0.52464
14.02681, 0.52874
14.05758, 0.53285
14.08834, 0.53367
14.11910, 0.53613
14.14986, 0.53942
14.18062, 0.54270
14.21138, 0.54270
14.24214, 0.54270
14.27290, 0.54024
14.30366, 0.53572
14.33443, 0.52299
14.36519, 0.50821
14.39595, 0.49507
14.42671, 0.48440
14.45747, 0.48358
14.48823, 0.48358
14.51899, 0.48358
14.55744, 0.48029
14.58821, 0.48029
14.61512, 0.47591
14.63819, 0.46113
14.65742, 0.44908
14.68049, 0.43595
14.71125, 0.42445
14.73048, 0.41788
