5.24065, -0.00094
5.25603, 0.04231
5.28679, 0.03602
5.32268, 0.03027
5.35985, 0.02698
5.39061, 0.02698
5.42137, 0.02698
5.44445, 0.00440
5.45598, 0.03191
5.47136, 0.01658
5.49059, 0.03218
5.52135, 0.02370
5.52904, 0.04176
5.55211, 0.02986
5.55980, 0.04176
5.59184, 0.04450
5.58287, 0.03766
5.61748, 0.04833
5.64439, 0.06065
5.67515, 0.06722
5.70592, 0.07215
5.73668, 0.06804
5.76744, 0.07256
5.79820, 0.08159
5.82896, 0.08611
5.85972, 0.08652
5.89048, 0.09350
5.92124, 0.09843
5.94816, 0.10910
5.97123, 0.12224
5.99430, 0.13593
6.02122, 0.14852
6.04429, 0.15920
6.05967, 0.17152
6.07505, 0.18301
6.09043, 0.19615
6.10581, 0.20847
6.12119, 0.23639
6.11735, 0.22079
6.12888, 0.25610
6.13657, 0.27581
6.14426, 0.29552
6.15195, 0.32508
6.14811, 0.30784
6.15580, 0.35054
6.15580, 0.33740
6.17631, 0.43814
6.16349, 0.37682
6.16349, 0.36368
6.18400, 0.46660
6.17118, 0.40310
6.17118, 0.38996
6.19425, 0.49945
6.17887, 0.41952
6.19040, 0.55502
6.18656, 0.52792
6.19809, 0.58376
6.19425, 0.48522
6.20194, 0.60511
6.22117, 0.50903
6.24039, 0.58541
6.24039, 0.49425
6.24808, 0.56570
6.24808, 0.48193
6.25577, 0.54599
6.25577, 0.46879
6.26346, 0.52628
6.27115, 0.45620
6.27115, 0.50657
6.27884, 0.43868
6.27884, 0.48686
6.28653, 0.42007
6.29422, 0.40200
6.30191, 0.38503
6.31153, 0.36779
6.31922, 0.34725
6.32498, 0.32755
6.33267, 0.31003
6.33652, 0.29388
6.35190, 0.27581
6.37497, 0.26226
6.40573, 0.25528
6.42752, 0.23940
6.43649, 0.22572
6.45187, 0.21176
6.47110, 0.19944
6.49417, 0.18520
6.52109, 0.16987
6.55185, 0.16002
6.58261, 0.16043
6.61337, 0.17028
6.64413, 0.18137
6.67489, 0.18712
6.70565, 0.18958
6.73642, 0.18630
6.76718, 0.19369
6.79794, 0.19615
6.82870, 0.20149
6.85561, 0.21367
6.87484, 0.22572
6.89791, 0.23475
6.92867, 0.23064
6.95559, 0.21860
6.98250, 0.20970
7.01327, 0.21586
7.04018, 0.21915
7.06325, 0.23338
7.08632, 0.24652
7.11324, 0.25856
7.14016, 0.26842
7.16323, 0.28320
7.18245, 0.29798
7.20168, 0.31057
7.22475, 0.32371
7.24782, 0.33685
7.26705, 0.34972
7.28243, 0.36204
7.29781, 0.37518
7.31319, 0.38914
7.32857, 0.40474
7.33754, 0.42007
7.35164, 0.43731
7.36894, 0.45210
7.38240, 0.47003
7.39394, 0.48807
7.40675, 0.51423
7.41444, 0.49672
7.40163, 0.47536
7.42854, 0.52710
7.43495, 0.54544
7.43239, 0.51150
7.45546, 0.56446
7.45802, 0.58267
7.44777, 0.52956
7.47084, 0.60183
7.48622, 0.62400
7.49904, 0.63851
7.48622, 0.61168
7.50544, 0.65275
7.51313, 0.66588
7.52083, 0.67820
7.52467, 0.69298
7.52852, 0.70612
7.54390, 0.72173
7.55030, 0.73487
7.56569, 0.75293
7.58619, 0.76689
7.57081, 0.73815
7.58235, 0.78414
7.59773, 0.79399
7.60926, 0.75403
7.62208, 0.77209
7.64387, 0.78332
7.66694, 0.79153
7.69770, 0.77921
7.72846, 0.76607
7.75922, 0.75293
7.78999, 0.74103
7.82075, 0.73076
7.84382, 0.72173
7.85920, 0.70859
7.87458, 0.69463
7.88996, 0.67902
7.90534, 0.66588
7.92457, 0.65165
7.94379, 0.63961
7.95917, 0.62893
7.97455, 0.61579
7.98993, 0.59772
8.00531, 0.58048
8.02069, 0.56323
8.03607, 0.54435
8.04761, 0.52956
8.05530, 0.51807
8.06684, 0.50164
8.08222, 0.48193
8.10144, 0.46168
8.12451, 0.44744
8.14758, 0.43376
8.17450, 0.42486
8.20526, 0.41952
8.23602, 0.41788
8.26678, 0.41788
8.29754, 0.41952
8.32831, 0.42609
8.35907, 0.42527
8.38983, 0.41993
8.42059, 0.42445
8.45135, 0.43636
8.47827, 0.44854
8.50134, 0.46168
8.52441, 0.47482
8.54748, 0.48631
8.57568, 0.49398
8.59747, 0.50082
8.60593, 0.48292
8.62900, 0.46879
8.62438, 0.48193
8.65130, 0.46305
8.65899, 0.44772
8.67206, 0.43233
8.69103, 0.41879
8.69616, 0.40200
8.71154, 0.38503
8.71667, 0.40145
8.72692, 0.36861
8.73205, 0.38503
8.74358, 0.35629
8.74743, 0.36861
8.76665, 0.34808
8.78588, 0.32974
8.80510, 0.31441
8.82048, 0.30373
8.83971, 0.28977
8.86278, 0.27718
8.88585, 0.26513
8.91277, 0.25241
8.94353, 0.24050
8.97429, 0.23146
9.00505, 0.22654
9.03581, 0.22079
9.06657, 0.21422
9.09734, 0.20765
9.12810, 0.20190
9.15886, 0.19944
9.18962, 0.20354
9.22038, 0.20683
9.25114, 0.21011
9.28190, 0.21093
9.31266, 0.20765
9.34342, 0.20601
9.37419, 0.20847
9.40495, 0.20929
9.43571, 0.20354
9.46647, 0.20190
9.49723, 0.20601
9.52799, 0.21463
9.55875, 0.22695
9.58182, 0.23639
9.59720, 0.25117
9.61259, 0.26760
9.62797, 0.28402
9.64719, 0.29908
9.68180, 0.29552
9.71256, 0.28895
9.73948, 0.27444
9.76255, 0.26130
9.78946, 0.24994
9.82022, 0.23844
9.85098, 0.23393
9.88175, 0.23393
9.91251, 0.22982
9.94327, 0.22531
9.97018, 0.22900
9.99710, 0.24214
10.02786, 0.24707
10.05862, 0.23557
10.08938, 0.22736
10.12014, 0.22736
10.15091, 0.22736
10.18167, 0.23064
10.21243, 0.23064
10.24319, 0.22407
10.27395, 0.22038
10.30471, 0.22572
10.33547, 0.23064
